,link,origem,destino,data_coleta,data_entrega,distancia,peso,caminhoes,pagina
902,"https://www.truckpad.com.br/fretes/carga-de-sp/para-mt/veiculo-carreta-toco,carreta-ls-trucada/carroceria-aberto-grade-baixa,graneleiro-grade-alta/carga-completa/empresa-dan-cargas-brupasa-transporte-e-logistica/a01al7bjisasz940aksi5t4el",SP - Limeira,MT - Água Boa,03/10,03/10,1.324 km,"20,0 Ton","['Carreta Toco', 'Carreta LS Trucada']",8
901,"https://www.truckpad.com.br/fretes/carga-de-sp/para-mt/veiculo-carreta-toco,carreta-ls-trucada/carroceria-bau/carga-completa/empresa-dan-cargas-brupasa-transporte-e-logistica/5toi5as4vizrce1veh3wze0ca",SP - Rio Claro,MT - Rondonópolis,03/10,03/10,1.141 km,"20,0 Ton","['Carreta Toco', 'Carreta LS Trucada']",9
900,"https://www.truckpad.com.br/fretes/carga-de-sp/para-pr/veiculo-bi-truck,truck/carroceria-aberto-grade-baixa,graneleiro-grade-alta,bau,sider/carga-completa/empresa-logmais-transportes/9egawmbb1q2g709arfw08upu8",SP - São José do Rio Preto,PR - Guarapuava,03/10,03/10,689 km,"12,0 Ton","['Bi-Truck', 'Truck']",10
899,"https://www.truckpad.com.br/fretes/carga-de-sp/para-mg/veiculo-carreta-toco,carreta-ls-trucada/carroceria-aberto-grade-baixa,graneleiro-grade-alta,sider/carga-completa/empresa-logmais-transportes/64r42qt7pu6xahzd6xdqi3owy",SP - Suzano,MG - Uberaba,03/10,03/10,517 km,"20,0 Ton","['Carreta Toco', 'Carreta LS Trucada']",11
898,"https://www.truckpad.com.br/fretes/carga-de-pr/para-mt/veiculo-bi-truck,truck/carroceria-aberto-grade-baixa,graneleiro-grade-alta,bau,sider/carga-completa/empresa-logmais-transportes/85a1keo79w3lsbp3zn8oq9o7u",PR - Curitiba,MT - Nova Canãa do Norte,03/10,03/10,2.443 km,"12,0 Ton","['Bi-Truck', 'Truck']",12
897,"https://www.truckpad.com.br/fretes/carga-de-sp/para-mg/veiculo-bi-truck,truck/carroceria-bau,sider/carga-completa/empresa-logmais-transportes/eyivfhkxss8bly6cgxucvefb0",SP - Ribeirão Preto,MG - Contagem,03/10,03/10,495 km,"12,0 Ton","['Bi-Truck', 'Truck']",13
896,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-carreta-toco,carreta-ls-trucada/carroceria-aberto-grade-baixa,graneleiro-grade-alta/carga-completa/empresa-logmais-transportes/47c7dmb44fkt8spfjbw95zd3p",SP - Suzano,SP - Ituverava,03/10,03/10,447 km,"20,0 Ton","['Carreta Toco', 'Carreta LS Trucada']",14
895,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-bi-truck,carreta-toco,toco,truck,toco-3-4/carroceria-sider/carga-completa/empresa-logmais-transportes/arh45wtabea9qfcr222ozav26",SP - São José do Rio Preto,SP - Sorocaba,03/10,03/10,404 km,"6,0 Ton","['Bi-Truck', 'Carreta Toco', 'Toco', 'Truck', 'Toco 3/4']",15
894,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-carreta-toco,carreta-ls-trucada/carroceria-aberto-grade-baixa,graneleiro-grade-alta,sider/carga-completa/empresa-logmais-transportes/1vll8wyhyntr3fqupdy4c2wyg",SP - Guarulhos,SP - Franca,03/10,03/10,408 km,"20,0 Ton","['Carreta Toco', 'Carreta LS Trucada']",16
893,"https://www.truckpad.com.br/fretes/carga-de-sp/para-mg/veiculo-carreta-toco,carreta-ls-trucada/carroceria-aberto-grade-baixa,graneleiro-grade-alta,sider/carga-completa/empresa-logmais-transportes/7ht1annmv4zmn8o75vy9ptfqf",SP - Guarulhos,MG - Uberaba,03/10,03/10,492 km,"20,0 Ton","['Carreta Toco', 'Carreta LS Trucada']",17
892,"https://www.truckpad.com.br/fretes/carga-de-sp/para-pr/veiculo-bi-truck,truck/carroceria-aberto-grade-baixa,graneleiro-grade-alta,bau,sider/carga-completa/empresa-logmais-transportes/9l1whld5o4wys3yqixwd6hr6r",SP - Penápolis,PR - Laranjeiras do Sul,03/10,03/10,680 km,"12,0 Ton","['Bi-Truck', 'Truck']",18
891,"https://www.truckpad.com.br/fretes/carga-de-sp/para-pr/veiculo-bi-truck,truck/carroceria-aberto-grade-baixa,graneleiro-grade-alta,bau,sider/carga-completa/empresa-logmais-transportes/3ndmya3xazyjpttr0ugarettl",SP - Penápolis,PR - Laranjeiras do Sul,03/10,03/10,680 km,"12,0 Ton","['Bi-Truck', 'Truck']",19
890,"https://www.truckpad.com.br/fretes/carga-de-sp/para-pr/veiculo-bi-truck,truck/carroceria-aberto-grade-baixa,graneleiro-grade-alta,bau,sider/carga-completa/empresa-logmais-transportes/69mw4ayltyzfk2t81ub2lmxp5",SP - Penápolis,PR - União da Vitória,03/10,03/10,680 km,"12,0 Ton","['Bi-Truck', 'Truck']",1
889,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-bi-truck,carreta-toco,toco,truck,toco-3-4/carroceria-sider/carga-completa/empresa-logmais-transportes/jokoyi2t11ghf0rsdks4xdpa",SP - Ribeirão Preto,SP - Guarulhos,03/10,03/10,326 km,"6,0 Ton","['Bi-Truck', 'Carreta Toco', 'Toco', 'Truck', 'Toco 3/4']",2
888,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-bi-truck,carreta-toco,toco,truck,toco-3-4/carroceria-sider/carga-completa/empresa-logmais-transportes/5duzmnn73k6edvfg2lotg0y0a",SP - Barretos,SP - Guarulhos,03/10,03/10,436 km,"6,0 Ton","['Bi-Truck', 'Carreta Toco', 'Toco', 'Truck', 'Toco 3/4']",3
887,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-bi-truck,carreta-toco,toco,truck,toco-3-4/carroceria-sider/carga-completa/empresa-logmais-transportes/61nklfk70pck9ijyi39m8tuy6",SP - Ituverava,SP - Osasco,03/10,03/10,405 km,"6,0 Ton","['Bi-Truck', 'Carreta Toco', 'Toco', 'Truck', 'Toco 3/4']",4
886,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-carreta-toco,carreta-ls-trucada/carroceria-aberto-grade-baixa,graneleiro-grade-alta,bau,sider/carga-completa/empresa-logmais-transportes/49iwmx91y4ryjceu1w1c6bp20",SP - Araçatuba,SP - Jaú,03/10,03/10,248 km,"20,0 Ton","['Carreta Toco', 'Carreta LS Trucada']",5
885,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-bi-truck,carreta-toco,toco,truck,toco-3-4/carroceria-sider/carga-completa/empresa-logmais-transportes/4dkp6ha8kxkgjdobupq4hgb57",SP - Ribeirão Preto,SP - Campinas,03/10,03/10,223 km,"6,0 Ton","['Bi-Truck', 'Carreta Toco', 'Toco', 'Truck', 'Toco 3/4']",6
884,"https://www.truckpad.com.br/fretes/carga-de-ms/para-sp/veiculo-carreta-toco,carreta-ls-trucada/carroceria-aberto-grade-baixa,graneleiro-grade-alta,sider/carga-completa/empresa-logmais-transportes/cshphas4m2vopxu0spxhnig7n",MS - Dourados,SP - Penápolis,03/10,03/10,598 km,"20,0 Ton","['Carreta Toco', 'Carreta LS Trucada']",7
883,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-carreta-toco,carreta-ls-trucada/carroceria-aberto-grade-baixa,graneleiro-grade-alta,sider/carga-completa/empresa-logmais-transportes/aenbjzvq0m2piefhe9zmwnft8",SP - Guarulhos,SP - Igarapava,03/10,03/10,457 km,"20,0 Ton","['Carreta Toco', 'Carreta LS Trucada']",8
882,"https://www.truckpad.com.br/fretes/carga-de-ms/para-sp/veiculo-carreta-toco,carreta-ls-trucada/carroceria-aberto-grade-baixa,graneleiro-grade-alta,sider/carga-completa/empresa-logmais-transportes/cinnkxwj4lyqn6wtrd3je5kur",MS - Naviraí,SP - Penápolis,03/10,03/10,579 km,"20,0 Ton","['Carreta Toco', 'Carreta LS Trucada']",9
881,"https://www.truckpad.com.br/fretes/carga-de-sp/para-pr/veiculo-bi-truck,truck/carroceria-aberto-grade-baixa,graneleiro-grade-alta,bau,sider/carga-completa/empresa-logmais-transportes/96b8qpq4tzzz6qjdp8la1fcqm",SP - Araçatuba,PR - Pitanga,03/10,03/10,518 km,"12,0 Ton","['Bi-Truck', 'Truck']",10
880,"https://www.truckpad.com.br/fretes/carga-de-sp/para-es/veiculo-carreta-toco,carreta-ls-trucada/carroceria-bau/carga-completa/empresa-tc-logistica-integrada/a0oarj0jvg9v387ryb4dj1ac",SP - Jundiaí,ES - Viana,03/10,03/10,899 km,"20,0 Ton","['Carreta Toco', 'Carreta LS Trucada']",11
879,"https://www.truckpad.com.br/fretes/carga-de-mg/para-rj/veiculo-carreta-toco,carreta-ls-trucada/carroceria-aberto-grade-baixa,graneleiro-grade-alta,sider/carga-completa/empresa-federal-transportes/9k3vmnsfeaz353bazjyvjibe4",MG - Contagem,RJ - Macaé,03/10,03/10,582 km,"20,0 Ton","['Carreta Toco', 'Carreta LS Trucada']",12
878,"https://www.truckpad.com.br/fretes/carga-de-sc/para-mg/veiculo-carreta-toco,carreta-ls-trucada/carroceria-bau/carga-completa/empresa-tc-logistica-integrada/6d4g6gw5078gxoqa9nfkukfey",SC - Joinville,MG - Uberlândia,03/10,03/10,1.027 km,"20,0 Ton","['Carreta Toco', 'Carreta LS Trucada']",13
877,"https://www.truckpad.com.br/fretes/carga-de-sp/para-es/veiculo-carreta-toco,carreta-ls-trucada/carroceria-bau/carga-completa/empresa-tc-logistica-integrada/sno8wq6jaq45a5cubt1ne2ri",SP - Jundiaí,ES - Viana,03/10,03/10,899 km,"20,0 Ton","['Carreta Toco', 'Carreta LS Trucada']",14
876,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-carreta-toco,carreta-ls-trucada/carroceria-bau,sider/carga-completa/empresa-antecippe/elptg0y45id9nz8xchkw7a0vp",SP - Suzano,SP - Caieiras,03/10,03/10,71 km,"20,0 Ton","['Carreta Toco', 'Carreta LS Trucada']",15
875,"https://www.truckpad.com.br/fretes/carga-de-go/para-sp/veiculo-carreta-toco,carreta-ls-trucada/carroceria-graneleiro-grade-alta,bau,sider/carga-completa/empresa-antecippe/80z197shdvu6zgph81gtj062e",GO - Caldas Novas,SP - Ribeirão Preto,03/10,03/10,447 km,"20,0 Ton","['Carreta Toco', 'Carreta LS Trucada']",16
874,"https://www.truckpad.com.br/fretes/carga-de-go/para-sp/veiculo-carreta-toco,carreta-ls-trucada/carroceria-graneleiro-grade-alta,bau,sider/carga-completa/empresa-antecippe/7lxy7lq8rp3z8kibpob7fmhdo",GO - Caldas Novas,SP - Campinas,03/10,03/10,666 km,"20,0 Ton","['Carreta Toco', 'Carreta LS Trucada']",17
873,"https://www.truckpad.com.br/fretes/carga-de-pe/para-ce/veiculo-rodotrem/carroceria-aberto-grade-baixa,graneleiro-grade-alta/carga-completa/empresa-union-modal-logistica-integrada/sn527s1kgo2tg26ogtlfn8h7",PE - Goiana,CE - Fortaleza,03/10,03/10,710 km,"50,0 Ton",['Rodotrem'],18
872,"https://www.truckpad.com.br/fretes/carga-de-pe/para-go/veiculo-carreta-ls-trucada/carroceria-aberto-grade-baixa,graneleiro-grade-alta/carga-completa/empresa-union-modal-logistica-integrada/emt8w3u9auvr6lukwcqhmszx2",PE - Goiana,GO - Goiânia,03/10,03/10,2.364 km,"35,0 Ton",['Carreta LS Trucada'],19
871,"https://www.truckpad.com.br/fretes/carga-de-pe/para-ce/veiculo-carreta-ls-trucada/carroceria-aberto-grade-baixa,graneleiro-grade-alta/carga-completa/empresa-union-modal-logistica-integrada/cezek08t5pflgau4stl5qsjpi",PE - Goiana,CE - Fortaleza,03/10,03/10,709 km,"32,0 Ton",['Carreta LS Trucada'],1
870,"https://www.truckpad.com.br/fretes/carga-de-mt/para-mt/veiculo-so-cavalo-mecanico-4x2,so-cavalo-mecanico-ls/carroceria-apenas-cavalo/carga-completa/empresa-dat-brasil-logistica/b9fyb2ezoodf405ypa2ujjam9",MT - Rondonópolis,MT - Cuiabá,04/10,04/10,214 km,"4,0 Ton","['Só Cavalo Mecânico (4x2)', 'Só Cavalo Mecânico LS']",2
869,"https://www.truckpad.com.br/fretes/carga-de-pe/para-ba/veiculo-truck/carroceria-aberto-grade-baixa,graneleiro-grade-alta/carga-completa/empresa-union-modal-logistica-integrada/1vw88kyq7801x4xha0bny53yr",PE - Goiana,BA - Irecê,03/10,03/10,1.095 km,"14,0 Ton",['Truck'],3
868,"https://www.truckpad.com.br/fretes/carga-de-sp/para-mg/veiculo-truck/carroceria-aberto-grade-baixa,bau,sider/carga-completa/empresa-m3-logistica-ltda/4k00plkjo2maqvvpmor05giy8",SP - Vinhedo,MG - Capitão Enéas,03/10,03/10,1.035 km,"13,0 Ton",['Truck'],4
867,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-toco-3-4/carroceria-aberto-grade-baixa,bau,sider/carga-agregamento/empresa-rhino-log-transporte-e-logistica-eireli-me/ft4ewo0ulle0i702q5h7q9tz",SP - Embu,SP - São Paulo,07/10,07/10,27 km,"3,5 Ton",['Toco 3/4'],5
866,"https://www.truckpad.com.br/fretes/carga-de-sp/para-mt/veiculo-toco,vuc-hr,toco-3-4,van/carroceria-bau,sider/carga-complemento/empresa-transjireh-transp-log-turismo-ltda/5p7vphhuaceroqqmhwxonuxc0",SP - Cotia,MT - Rondonópolis,03/10,03/10,1.318 km,71 kg,"['Toco', 'VUC / HR', 'Toco 3/4', 'Van']",6
865,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-vuc-hr,van/carroceria-bau/carga-agregamento/empresa-dhl/dhtk2x3pxjkdxps0htat6d425",SP - São Paulo,SP - Barueri,08/10,08/10,29 km,"1,0 Ton","['VUC / HR', 'Van']",7
864,"https://www.truckpad.com.br/fretes/carga-de-sp/para-mg/veiculo-bi-truck,carreta-toco,carreta-ls-trucada/carroceria-bau,sider/carga-completa/empresa-sete-lagos-transportes/3y71mfnsfvham0pknmycqzb44",SP - Marília,MG - Contagem,04/10,04/10,764 km,"12,0 Ton","['Bi-Truck', 'Carreta Toco', 'Carreta LS Trucada']",8
863,"https://www.truckpad.com.br/fretes/carga-de-sp/para-pr/veiculo-truck/carroceria-aberto-grade-baixa,graneleiro-grade-alta,sider/carga-completa/empresa-pelog-transportes-ltda/iqxt8xhr6hnyfredsofq1psp",SP - Osasco,PR - Carambeí,04/10,04/10,472 km,"12,0 Ton",['Truck'],9
862,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-toco,vuc-hr/carroceria-aberto-grade-baixa,bau/carga-completa/empresa-2x2-arquitetura-construcao/3yt1xwvui97tvp0e4wa5xuzs6",SP - Guarulhos,SP - São Paulo,03/10,03/10,18 km,939 kg,"['Toco', 'VUC / HR']",10
861,"https://www.truckpad.com.br/fretes/carga-de-sp/para-to/veiculo-carreta-toco/carroceria-aberto-grade-baixa,graneleiro-grade-alta/carga-completa/empresa-arcelor-mittal-brasil/3c4s1xsmwl9l5i8a521n5h3lf",SP - Itupeva,TO - Palmas,04/10,04/10,2.121 km,"16,2 Ton",['Carreta Toco'],11
860,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-vuc-hr,toco-3-4/carroceria-bau/carga-completa/empresa-f2-log-transportes/37zmhok0ej82jn0towlcvzkk2",SP - Itupeva,SP - São Paulo,04/10,04/10,71 km,"1,0 Ton","['VUC / HR', 'Toco 3/4']",12
859,"https://www.truckpad.com.br/fretes/carga-de-sp/para-rs/veiculo-bi-truck,toco,truck,toco-3-4/carroceria-aberto-grade-baixa,graneleiro-grade-alta,bau,sider/carga-complemento/empresa-eco2br-comercio-de-pisos-de-borracha-ltda/1t9qv6gl9krwdsygo4prbgddq",SP - São Paulo,RS - Palmitinho,05/10,05/10,1.011 km,220 kg,"['Bi-Truck', 'Toco', 'Truck', 'Toco 3/4']",13
858,"https://www.truckpad.com.br/fretes/carga-de-sp/para-go/veiculo-toco/carroceria-bau,sider/carga-completa/empresa-word-jb-entregas-rapidas-ltda/4rss7nubgjfx0bncdrl91sgp3",SP - Araras,GO - Cristalina,04/10,04/10,711 km,"3,5 Ton",['Toco'],14
857,"https://www.truckpad.com.br/fretes/carga-de-sc/para-sp/veiculo-bi-truck,rodotrem,bitrem,carreta-ls-trucada/carroceria-aberto-grade-baixa,graneleiro-grade-alta/carga-completa/empresa-mundial-log/b58f92z177kzx4idjkarevx23",SC - Irani,SP - São Paulo,04/10,04/10,745 km,"27,0 Ton","['Bi-Truck', 'Rodotrem', 'Bitrem', 'Carreta LS Trucada']",15
856,"https://www.truckpad.com.br/fretes/carga-de-mg/para-ba/veiculo-bi-truck,truck/carroceria-bau,sider/carga-completa/empresa-transportadora-capivari-ltda/c45emr1ucabotrt9edux7cfhr",MG - Contagem,BA - Luís Eduardo Magalhães,03/10,03/10,1.218 km,"12,0 Ton","['Bi-Truck', 'Truck']",16
855,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-truck/carroceria-aberto-grade-baixa,graneleiro-grade-alta/carga-completa/empresa-diavanti-solucoes-logisticas-ltda/4aexzwza7vrr6dtr2zs5lmsna",SP - Sorocaba,SP - Araçatuba,03/10,03/10,437 km,"13,0 Ton",['Truck'],17
854,"https://www.truckpad.com.br/fretes/carga-de-sp/para-go/veiculo-carreta-ls-trucada/carroceria-aberto-grade-baixa,graneleiro-grade-alta/carga-completa/empresa-arcelor-mittal-brasil/82o55hmt1fd090y0vtsskhdfj",SP - Piracicaba,GO - Trindade,04/10,04/10,1.239 km,"29,8 Ton",['Carreta LS Trucada'],18
853,"https://www.truckpad.com.br/fretes/carga-de-sp/para-pa/veiculo-carreta-toco,toco,truck/carroceria-bau,sider/carga-complemento/empresa-fs4-logistica-transportes-eireli/e9cocow28gu7qomwe2wods0bp",SP - Guarulhos,PA - Redenção,01/10,01/10,2.083 km,820 kg,"['Carreta Toco', 'Toco', 'Truck']",19
852,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-carreta-toco,carreta-ls-trucada/carroceria-bau,sider/carga-completa/empresa-cargoblue/7jzemiz6uxmfmnf80z2tc4g7x",SP - Ribeirão Pires,SP - Barueri,03/10,03/10,65 km,"10,0 Ton","['Carreta Toco', 'Carreta LS Trucada']",1
851,"https://www.truckpad.com.br/fretes/carga-de-pe/para-ma/veiculo-truck/carroceria-aberto-grade-baixa,graneleiro-grade-alta/carga-completa/empresa-union-modal-logistica-integrada/1a29xk16hw66anvtx3t5a6556",PE - Goiana,MA - São Luís,03/10,03/10,1.591 km,"14,0 Ton",['Truck'],2
850,"https://www.truckpad.com.br/fretes/carga-de-pe/para-rj/veiculo-truck/carroceria-aberto-grade-baixa,graneleiro-grade-alta/carga-completa/empresa-union-modal-logistica-integrada/7rosykedm9tsmi052cicv4azi",PE - Goiana,RJ - Rio de Janeiro,03/10,03/10,2.330 km,"14,0 Ton",['Truck'],3
849,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-carreta-ls-trucada/carroceria-aberto-grade-baixa,graneleiro-grade-alta/carga-completa/empresa-arcelor-mittal-brasil/amg71fppqr92hms9j1z5hyq49",SP - Piracicaba,SP - Diadema,03/10,03/10,171 km,"29,9 Ton",['Carreta LS Trucada'],4
848,"https://www.truckpad.com.br/fretes/carga-de-sp/para-rj/veiculo-carreta-toco/carroceria-aberto-grade-baixa,graneleiro-grade-alta/carga-completa/empresa-arcelor-mittal-brasil/bojb9qlm9aw9xot6jv6468kgl",SP - Guarulhos,RJ - Valença,04/10,04/10,387 km,"10,1 Ton",['Carreta Toco'],5
847,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-carreta-toco/carroceria-bau,sider/carga-completa/empresa-alta-loma-transportes-e-armazenagem-ltda/2s6u0u1hl8skqrx764avceufl",SP - São Paulo,SP - Rio Claro,04/10,04/10,173 km,"10,0 Ton",['Carreta Toco'],6
846,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-carreta-ls-trucada/carroceria-aberto-grade-baixa,graneleiro-grade-alta/carga-completa/empresa-arcelor-mittal-brasil/7ao3post3g04879zqwqp99osb",SP - Piracicaba,SP - Diadema,01/10,01/10,171 km,"27,5 Ton",['Carreta LS Trucada'],7
845,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-bitrenzao-9-eixos/carroceria-aberto-grade-baixa,graneleiro-grade-alta/carga-completa/empresa-tora-transportes-itaquaquecetuba-sp/1pfm0qmfkhq23d6b2wh6k1i6d",SP - Itaquaquecetuba,SP - Cosmorama,03/10,03/10,531 km,"32,0 Ton",['Bitrenzão (9 Eixos)'],8
844,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-carreta-ls-trucada/carroceria-aberto-grade-baixa,graneleiro-grade-alta/carga-completa/empresa-tora-transportes-itaquaquecetuba-sp/9cnzaf4fkcje96btzrsuzg8x",SP - Itaquaquecetuba,SP - Cosmorama,03/10,03/10,531 km,"32,0 Ton",['Carreta LS Trucada'],9
843,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-bitrem/carroceria-aberto-grade-baixa,graneleiro-grade-alta/carga-completa/empresa-tora-transportes-itaquaquecetuba-sp/4tbpmzcod15bmha68guc995w4",SP - Itaquaquecetuba,SP - Cosmorama,03/10,03/10,531 km,"32,0 Ton",['Bitrem'],10
842,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-carreta-toco/carroceria-bau,sider/carga-completa/empresa-baby-roger-log-transportes/4407jih22vqoql0xmrz1joss3",SP - Suzano,SP - Caieiras,03/10,03/10,70 km,"12,0 Ton",['Carreta Toco'],11
841,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-carreta-toco,carreta-ls-trucada/carroceria-aberto-grade-baixa,graneleiro-grade-alta/carga-completa/empresa-trans-ativa-transportes-ltda/4i15brvgdv4clre8b6ir2mxyz",SP - Vargem Grande Paulista,SP - São Paulo,04/10,04/10,44 km,"30,0 Ton","['Carreta Toco', 'Carreta LS Trucada']",12
840,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-carreta-ls-trucada/carroceria-aberto-grade-baixa,graneleiro-grade-alta/carga-completa/empresa-tora-transportes-itaquaquecetuba-sp/4gh2d11xx2sr0t7b79mognvif",SP - Itaquaquecetuba,SP - Vargem Grande Paulista,03/10,03/10,79 km,"32,0 Ton",['Carreta LS Trucada'],13
839,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-carreta-ls-trucada/carroceria-aberto-grade-baixa,graneleiro-grade-alta/carga-completa/empresa-tora-transportes-itaquaquecetuba-sp/cihkchojv6klx7bkin7wqchrr",SP - Itaquaquecetuba,SP - São José do Rio Preto,03/10,03/10,469 km,"32,0 Ton",['Carreta LS Trucada'],14
838,"https://www.truckpad.com.br/fretes/carga-de-sp/para-pr/veiculo-carreta-toco,carreta-ls-trucada/carroceria-aberto-grade-baixa,graneleiro-grade-alta/carga-completa/empresa-tora-transportes-itaquaquecetuba-sp/2ptmcnpem9oe4ikwhs0p53330",SP - Itaquaquecetuba,PR - Londrina,03/10,03/10,560 km,"26,0 Ton","['Carreta Toco', 'Carreta LS Trucada']",15
837,"https://www.truckpad.com.br/fretes/carga-de-sp/para-pr/veiculo-carreta-ls-trucada/carroceria-aberto-grade-baixa,graneleiro-grade-alta/carga-completa/empresa-tora-transportes-itaquaquecetuba-sp/7imaiuid7fbh034y5ilsbbin0",SP - Itaquaquecetuba,PR - Londrina,03/10,03/10,560 km,"32,0 Ton",['Carreta LS Trucada'],16
836,"https://www.truckpad.com.br/fretes/carga-de-sp/para-pr/veiculo-bitrenzao-9-eixos/carroceria-aberto-grade-baixa,graneleiro-grade-alta/carga-completa/empresa-tora-transportes-itaquaquecetuba-sp/alr2acgfdhxv6kiitnxlepf0f",SP - Itaquaquecetuba,PR - Araucária,03/10,03/10,461 km,"50,0 Ton",['Bitrenzão (9 Eixos)'],17
835,https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-truck/carroceria-aberto-grade-baixa/carga-completa/empresa-wrp-transports/crv811k7l2rjrf65v1u4vh9aa,SP - Campinas,SP - Caieiras,09/10,09/10,70 km,"8,0 Ton",['Truck'],18
834,"https://www.truckpad.com.br/fretes/carga-de-sp/para-se/veiculo-carreta-toco,carreta-ls-trucada/carroceria-aberto-grade-baixa,graneleiro-grade-alta,sider/carga-completa/empresa-rodoeng-transportes-rodoviarios-ltda-produtos-perigosos/2auhb8qxoii7c0kwqadjl7tvc",SP - Sertãozinho,SE - Laranjeiras,03/10,03/10,2.018 km,"23,8 Ton","['Carreta Toco', 'Carreta LS Trucada']",19
833,"https://www.truckpad.com.br/fretes/carga-de-pr/para-pr/veiculo-carreta-toco,bitrem,bitrenzao-9-eixos/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/2rnw6wo5tqzsy49ntbsl0s8mq",PR - Atalaia,PR - Atalaia,--,--,0 km,A combinar,"['Carreta Toco', 'Bitrem', 'Bitrenzão (9 Eixos)']",1
832,"https://www.truckpad.com.br/fretes/carga-de-pr/para-pr/veiculo-bi-truck,carreta-toco,truck,rodotrem,bitrem,bitrenzao-9-eixos,carreta-ls-trucada,tritrem/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/67yzn5beo50n0td8lnjv4s5ic",PR - Ourizona,PR - Arapongas,--,--,97 km,A combinar,"['Bi-Truck', 'Carreta Toco', 'Truck', 'Rodotrem', 'Bitrem', 'Bitrenzão (9 Eixos)', 'Carreta LS Trucada', 'Tritrem']",2
831,"https://www.truckpad.com.br/fretes/carga-de-rs/para-rs/veiculo-bi-truck,carreta-toco,truck,rodotrem,bitrem,bitrenzao-9-eixos,carreta-ls-trucada,tritrem/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/25ea2kn08omql36ixpyaiwf4e",RS - Coronel Bicaco,RS - Rio Grande,--,--,614 km,A combinar,"['Bi-Truck', 'Carreta Toco', 'Truck', 'Rodotrem', 'Bitrem', 'Bitrenzão (9 Eixos)', 'Carreta LS Trucada', 'Tritrem']",3
830,"https://www.truckpad.com.br/fretes/carga-de-pr/para-pr/veiculo-bitrem,bitrenzao-9-eixos/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/8j24kq2yesef7hzpyzfvvbols",PR - Atalaia,PR - Arapongas,--,--,78 km,A combinar,"['Bitrem', 'Bitrenzão (9 Eixos)']",4
829,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sc/veiculo-bi-truck,carreta-toco,truck,rodotrem,bitrem,bitrenzao-9-eixos,carreta-ls-trucada,tritrem/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/naevbga8rrxob8982f3ryxuv",SP - Batatais,SC - São Francisco do Sul,--,--,822 km,A combinar,"['Bi-Truck', 'Carreta Toco', 'Truck', 'Rodotrem', 'Bitrem', 'Bitrenzão (9 Eixos)', 'Carreta LS Trucada', 'Tritrem']",5
828,"https://www.truckpad.com.br/fretes/carga-de-sc/para-sc/veiculo-bi-truck,carreta-toco,truck,bitrem,bitrenzao-9-eixos,carreta-ls-trucada,tritrem/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/6e4nm33llf1gveo3w6fs1pd0i",SC - Canoinhas,SC - Canoinhas,--,--,0 km,A combinar,"['Bi-Truck', 'Carreta Toco', 'Truck', 'Bitrem', 'Bitrenzão (9 Eixos)', 'Carreta LS Trucada', 'Tritrem']",6
