,link,origem,destino,data_coleta,data_entrega,distancia,peso,caminhoes,pagina
1455,"https://www.truckpad.com.br/fretes/carga-de-mg/para-mg/veiculo-carreta-toco,toco,toco-3-4/carroceria-bau/carga-completa/empresa-dma-transportes-e-logistica-eireli/ebrt7ky4jjml72pu46kttsb4w",MG - Belo Horizonte,MG - Contagem,03/10,03/10,17 km,"6,0 Ton","['Carreta Toco', 'Toco', 'Toco 3/4']",9
1456,"https://www.truckpad.com.br/fretes/carga-de-sp/para-go/veiculo-carreta-toco,carreta-ls-trucada/carroceria-bau,sider/carga-completa/empresa-brasilog-transportes/38iruol9k7mjbz8r2v0m83bb3",SP - Campinas,GO - Aparecida de Goiânia,03/10,03/10,791 km,"20,0 Ton","['Carreta Toco', 'Carreta LS Trucada']",10
1457,"https://www.truckpad.com.br/fretes/carga-de-rj/para-es/veiculo-bi-truck,truck/carroceria-aberto-grade-baixa,graneleiro-grade-alta/carga-completa/empresa-rigoni-transportes/9uwjynrt11y6gubyaon6ywg2t",RJ - Silva Jardim,ES - Cachoeiro de Itapemirim,03/10,03/10,301 km,"12,0 Ton","['Bi-Truck', 'Truck']",11
1458,"https://www.truckpad.com.br/fretes/carga-de-mg/para-sp/veiculo-carreta-toco,rodotrem,carreta-ls-trucada/carroceria-aberto-grade-baixa,bug-porta-container/carga-completa/empresa-confins-transportes/7ph8qje308aamoun49492bu5c",MG - Betim,SP - Santos,03/10,03/10,620 km,"20,0 Ton","['Carreta Toco', 'Rodotrem', 'Carreta LS Trucada']",12
1459,"https://www.truckpad.com.br/fretes/carga-de-sp/para-df/veiculo-carreta-toco,carreta-ls-trucada/carroceria-bau,sider/carga-completa/empresa-brasilog-transportes/1t8lyq4d0riwkqvpvvuc1zcbb",SP - Campinas,DF - Brasília,03/10,03/10,915 km,"20,0 Ton","['Carreta Toco', 'Carreta LS Trucada']",13
1460,"https://www.truckpad.com.br/fretes/carga-de-pe/para-ce/veiculo-carreta-toco,carreta-ls-trucada/carroceria-bau/carga-completa/empresa-bomlog-brasil/dy2j91basp00x5fp9h10vpk93",PE - Jaboatão dos Guararapes,CE - Fortaleza,03/10,03/10,783 km,"20,0 Ton","['Carreta Toco', 'Carreta LS Trucada']",14
1461,"https://www.truckpad.com.br/fretes/carga-de-pe/para-pi/veiculo-carreta-toco,carreta-ls-trucada/carroceria-bau/carga-completa/empresa-bomlog-brasil/avljlqszy8tm8rte9vgp3ykre",PE - Jaboatão dos Guararapes,PI - Teresina,03/10,03/10,1.169 km,"20,0 Ton","['Carreta Toco', 'Carreta LS Trucada']",15
1462,"https://www.truckpad.com.br/fretes/carga-de-pr/para-go/veiculo-bi-truck,truck/carroceria-bau,sider/carga-completa/empresa-batista-transportes/5jt7r4wrh01nmznb3agvpherj",PR - Curitiba,GO - Goiânia,03/10,03/10,1.159 km,"12,0 Ton","['Bi-Truck', 'Truck']",16
1463,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-bi-truck,truck/carroceria-aberto-grade-baixa/carga-completa/empresa-bhm-transportes/a1ied28646pljhfrx4vcwi7z2",SP - Limeira,SP - Guarulhos,03/10,03/10,158 km,"12,0 Ton","['Bi-Truck', 'Truck']",17
1464,"https://www.truckpad.com.br/fretes/carga-de-pr/para-sp/veiculo-bi-truck,truck/carroceria-bau,sider/carga-completa/empresa-batista-transportes/32htmbjkuat1qog5cfteo4y2b",PR - Curitiba,SP - Lins,03/10,03/10,577 km,"12,0 Ton","['Bi-Truck', 'Truck']",18
1465,"https://www.truckpad.com.br/fretes/carga-de-rj/para-sp/veiculo-bi-truck,truck/carroceria-frigorifico/carga-completa/empresa-fluent-logistica-eireli/65amyu3uvf8yh4l0gdsdcwv82",RJ - Petrópolis,SP - Ribeirão Preto,03/10,03/10,689 km,"12,0 Ton","['Bi-Truck', 'Truck']",19
1466,"https://www.truckpad.com.br/fretes/carga-de-sp/para-rj/veiculo-bi-truck,truck/carroceria-bau,sider/carga-completa/empresa-fluent-logistica-eireli/3nv31lu9r20we3ckx0qmmg5m2",SP - Cabreúva,RJ - São João de Meriti,03/10,03/10,476 km,"12,0 Ton","['Bi-Truck', 'Truck']",1
1467,"https://www.truckpad.com.br/fretes/carga-de-mg/para-sp/veiculo-bi-truck,truck/carroceria-sider/carga-completa/empresa-fasi-transportes/677kiv8bu6to7apkb41vy0l6y",MG - Contagem,SP - São Paulo,03/10,03/10,568 km,"12,0 Ton","['Bi-Truck', 'Truck']",2
1468,https://www.truckpad.com.br/fretes/carga-de-pr/para-pr/veiculo-bitrem/carroceria-graneleiro-grade-alta/carga-completa/empresa-ritmo-logistica/4frspwa5ip7kksswfqps57d4h,PR - Araucária,PR - Tamboara,03/10,03/10,502 km,"35,0 Ton",['Bitrem'],3
1469,"https://www.truckpad.com.br/fretes/carga-de-pr/para-sp/veiculo-carreta-toco,carreta-ls-trucada/carroceria-aberto-grade-baixa,sider/carga-completa/empresa-bbm-servicos-e-transportes-ltda-osasco-sp/2dcnrruofl5j3mqpyggs03bjv",PR - Ortigueira,SP - Araraquara,03/10,03/10,512 km,"20,0 Ton","['Carreta Toco', 'Carreta LS Trucada']",4
1470,"https://www.truckpad.com.br/fretes/carga-de-sp/para-al/veiculo-carreta-toco,carreta-ls-trucada/carroceria-aberto-grade-baixa,graneleiro-grade-alta,sider/carga-completa/empresa-bbm-servicos-e-transportes-ltda-osasco-sp/3xl4fbrx0pho1lqua3nnc7hu9",SP - Paulínia,AL - Rio Largo,03/10,03/10,2.381 km,"20,0 Ton","['Carreta Toco', 'Carreta LS Trucada']",5
1471,"https://www.truckpad.com.br/fretes/carga-de-sp/para-rs/veiculo-bi-truck,truck/carroceria-aberto-grade-baixa,graneleiro-grade-alta/carga-completa/empresa-dan-cargas-brupasa-transporte-e-logistica/6yo9zgb0y91lc3g6hcpyexafo",SP - Laranjal Paulista,RS - Monte Alegre dos Campos,03/10,03/10,890 km,"12,0 Ton","['Bi-Truck', 'Truck']",6
1472,"https://www.truckpad.com.br/fretes/carga-de-sp/para-es/veiculo-bi-truck,truck/carroceria-bau/carga-completa/empresa-dan-cargas-brupasa-transporte-e-logistica/q8wrmtoyqtkj35m5q9g6o1gy",SP - Rio Claro,ES - Pancas,03/10,03/10,1.095 km,"12,0 Ton","['Bi-Truck', 'Truck']",7
1473,"https://www.truckpad.com.br/fretes/carga-de-sp/para-mt/veiculo-carreta-toco,carreta-ls-trucada/carroceria-aberto-grade-baixa,graneleiro-grade-alta/carga-completa/empresa-dan-cargas-brupasa-transporte-e-logistica/a01al7bjisasz940aksi5t4el",SP - Limeira,MT - Água Boa,03/10,03/10,1.324 km,"20,0 Ton","['Carreta Toco', 'Carreta LS Trucada']",8
1474,"https://www.truckpad.com.br/fretes/carga-de-sp/para-mt/veiculo-carreta-toco,carreta-ls-trucada/carroceria-bau/carga-completa/empresa-dan-cargas-brupasa-transporte-e-logistica/5toi5as4vizrce1veh3wze0ca",SP - Rio Claro,MT - Rondonópolis,03/10,03/10,1.141 km,"20,0 Ton","['Carreta Toco', 'Carreta LS Trucada']",9
1475,"https://www.truckpad.com.br/fretes/carga-de-sp/para-pr/veiculo-bi-truck,truck/carroceria-aberto-grade-baixa,graneleiro-grade-alta,bau,sider/carga-completa/empresa-logmais-transportes/9egawmbb1q2g709arfw08upu8",SP - São José do Rio Preto,PR - Guarapuava,03/10,03/10,689 km,"12,0 Ton","['Bi-Truck', 'Truck']",10
1476,"https://www.truckpad.com.br/fretes/carga-de-sp/para-mg/veiculo-carreta-toco,carreta-ls-trucada/carroceria-aberto-grade-baixa,graneleiro-grade-alta,sider/carga-completa/empresa-logmais-transportes/64r42qt7pu6xahzd6xdqi3owy",SP - Suzano,MG - Uberaba,03/10,03/10,517 km,"20,0 Ton","['Carreta Toco', 'Carreta LS Trucada']",11
1477,"https://www.truckpad.com.br/fretes/carga-de-pr/para-mt/veiculo-bi-truck,truck/carroceria-aberto-grade-baixa,graneleiro-grade-alta,bau,sider/carga-completa/empresa-logmais-transportes/85a1keo79w3lsbp3zn8oq9o7u",PR - Curitiba,MT - Nova Canãa do Norte,03/10,03/10,2.443 km,"12,0 Ton","['Bi-Truck', 'Truck']",12
1478,"https://www.truckpad.com.br/fretes/carga-de-sp/para-mg/veiculo-bi-truck,truck/carroceria-bau,sider/carga-completa/empresa-logmais-transportes/eyivfhkxss8bly6cgxucvefb0",SP - Ribeirão Preto,MG - Contagem,03/10,03/10,495 km,"12,0 Ton","['Bi-Truck', 'Truck']",13
1479,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-carreta-toco,carreta-ls-trucada/carroceria-aberto-grade-baixa,graneleiro-grade-alta/carga-completa/empresa-logmais-transportes/47c7dmb44fkt8spfjbw95zd3p",SP - Suzano,SP - Ituverava,03/10,03/10,447 km,"20,0 Ton","['Carreta Toco', 'Carreta LS Trucada']",14
1480,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-bi-truck,carreta-toco,toco,truck,toco-3-4/carroceria-sider/carga-completa/empresa-logmais-transportes/arh45wtabea9qfcr222ozav26",SP - São José do Rio Preto,SP - Sorocaba,03/10,03/10,404 km,"6,0 Ton","['Bi-Truck', 'Carreta Toco', 'Toco', 'Truck', 'Toco 3/4']",15
1481,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-carreta-toco,carreta-ls-trucada/carroceria-aberto-grade-baixa,graneleiro-grade-alta,sider/carga-completa/empresa-logmais-transportes/1vll8wyhyntr3fqupdy4c2wyg",SP - Guarulhos,SP - Franca,03/10,03/10,408 km,"20,0 Ton","['Carreta Toco', 'Carreta LS Trucada']",16
1482,"https://www.truckpad.com.br/fretes/carga-de-sp/para-mg/veiculo-carreta-toco,carreta-ls-trucada/carroceria-aberto-grade-baixa,graneleiro-grade-alta,sider/carga-completa/empresa-logmais-transportes/7ht1annmv4zmn8o75vy9ptfqf",SP - Guarulhos,MG - Uberaba,03/10,03/10,492 km,"20,0 Ton","['Carreta Toco', 'Carreta LS Trucada']",17
1483,"https://www.truckpad.com.br/fretes/carga-de-sp/para-pr/veiculo-bi-truck,truck/carroceria-aberto-grade-baixa,graneleiro-grade-alta,bau,sider/carga-completa/empresa-logmais-transportes/9l1whld5o4wys3yqixwd6hr6r",SP - Penápolis,PR - Laranjeiras do Sul,03/10,03/10,680 km,"12,0 Ton","['Bi-Truck', 'Truck']",18
1484,"https://www.truckpad.com.br/fretes/carga-de-sp/para-pr/veiculo-bi-truck,truck/carroceria-aberto-grade-baixa,graneleiro-grade-alta,bau,sider/carga-completa/empresa-logmais-transportes/3ndmya3xazyjpttr0ugarettl",SP - Penápolis,PR - Laranjeiras do Sul,03/10,03/10,680 km,"12,0 Ton","['Bi-Truck', 'Truck']",19
1485,"https://www.truckpad.com.br/fretes/carga-de-sp/para-pr/veiculo-bi-truck,truck/carroceria-aberto-grade-baixa,graneleiro-grade-alta,bau,sider/carga-completa/empresa-logmais-transportes/69mw4ayltyzfk2t81ub2lmxp5",SP - Penápolis,PR - União da Vitória,03/10,03/10,680 km,"12,0 Ton","['Bi-Truck', 'Truck']",1
1486,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-bi-truck,carreta-toco,toco,truck,toco-3-4/carroceria-sider/carga-completa/empresa-logmais-transportes/jokoyi2t11ghf0rsdks4xdpa",SP - Ribeirão Preto,SP - Guarulhos,03/10,03/10,326 km,"6,0 Ton","['Bi-Truck', 'Carreta Toco', 'Toco', 'Truck', 'Toco 3/4']",2
1487,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-bi-truck,carreta-toco,toco,truck,toco-3-4/carroceria-sider/carga-completa/empresa-logmais-transportes/5duzmnn73k6edvfg2lotg0y0a",SP - Barretos,SP - Guarulhos,03/10,03/10,436 km,"6,0 Ton","['Bi-Truck', 'Carreta Toco', 'Toco', 'Truck', 'Toco 3/4']",3
1488,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-bi-truck,carreta-toco,toco,truck,toco-3-4/carroceria-sider/carga-completa/empresa-logmais-transportes/61nklfk70pck9ijyi39m8tuy6",SP - Ituverava,SP - Osasco,03/10,03/10,405 km,"6,0 Ton","['Bi-Truck', 'Carreta Toco', 'Toco', 'Truck', 'Toco 3/4']",4
1489,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-carreta-toco,carreta-ls-trucada/carroceria-aberto-grade-baixa,graneleiro-grade-alta,bau,sider/carga-completa/empresa-logmais-transportes/49iwmx91y4ryjceu1w1c6bp20",SP - Araçatuba,SP - Jaú,03/10,03/10,248 km,"20,0 Ton","['Carreta Toco', 'Carreta LS Trucada']",5
1490,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-bi-truck,carreta-toco,toco,truck,toco-3-4/carroceria-sider/carga-completa/empresa-logmais-transportes/4dkp6ha8kxkgjdobupq4hgb57",SP - Ribeirão Preto,SP - Campinas,03/10,03/10,223 km,"6,0 Ton","['Bi-Truck', 'Carreta Toco', 'Toco', 'Truck', 'Toco 3/4']",6
1491,"https://www.truckpad.com.br/fretes/carga-de-ms/para-sp/veiculo-carreta-toco,carreta-ls-trucada/carroceria-aberto-grade-baixa,graneleiro-grade-alta,sider/carga-completa/empresa-logmais-transportes/cshphas4m2vopxu0spxhnig7n",MS - Dourados,SP - Penápolis,03/10,03/10,598 km,"20,0 Ton","['Carreta Toco', 'Carreta LS Trucada']",7
1492,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-carreta-toco,carreta-ls-trucada/carroceria-aberto-grade-baixa,graneleiro-grade-alta,sider/carga-completa/empresa-logmais-transportes/aenbjzvq0m2piefhe9zmwnft8",SP - Guarulhos,SP - Igarapava,03/10,03/10,457 km,"20,0 Ton","['Carreta Toco', 'Carreta LS Trucada']",8
1493,"https://www.truckpad.com.br/fretes/carga-de-ms/para-sp/veiculo-carreta-toco,carreta-ls-trucada/carroceria-aberto-grade-baixa,graneleiro-grade-alta,sider/carga-completa/empresa-logmais-transportes/cinnkxwj4lyqn6wtrd3je5kur",MS - Naviraí,SP - Penápolis,03/10,03/10,579 km,"20,0 Ton","['Carreta Toco', 'Carreta LS Trucada']",9
1494,"https://www.truckpad.com.br/fretes/carga-de-sp/para-pr/veiculo-bi-truck,truck/carroceria-aberto-grade-baixa,graneleiro-grade-alta,bau,sider/carga-completa/empresa-logmais-transportes/96b8qpq4tzzz6qjdp8la1fcqm",SP - Araçatuba,PR - Pitanga,03/10,03/10,518 km,"12,0 Ton","['Bi-Truck', 'Truck']",10
1495,"https://www.truckpad.com.br/fretes/carga-de-sp/para-es/veiculo-carreta-toco,carreta-ls-trucada/carroceria-bau/carga-completa/empresa-tc-logistica-integrada/a0oarj0jvg9v387ryb4dj1ac",SP - Jundiaí,ES - Viana,03/10,03/10,899 km,"20,0 Ton","['Carreta Toco', 'Carreta LS Trucada']",11
1496,"https://www.truckpad.com.br/fretes/carga-de-mg/para-rj/veiculo-carreta-toco,carreta-ls-trucada/carroceria-aberto-grade-baixa,graneleiro-grade-alta,sider/carga-completa/empresa-federal-transportes/9k3vmnsfeaz353bazjyvjibe4",MG - Contagem,RJ - Macaé,03/10,03/10,582 km,"20,0 Ton","['Carreta Toco', 'Carreta LS Trucada']",12
1497,"https://www.truckpad.com.br/fretes/carga-de-sc/para-mg/veiculo-carreta-toco,carreta-ls-trucada/carroceria-bau/carga-completa/empresa-tc-logistica-integrada/6d4g6gw5078gxoqa9nfkukfey",SC - Joinville,MG - Uberlândia,03/10,03/10,1.027 km,"20,0 Ton","['Carreta Toco', 'Carreta LS Trucada']",13
1498,"https://www.truckpad.com.br/fretes/carga-de-sp/para-es/veiculo-carreta-toco,carreta-ls-trucada/carroceria-bau/carga-completa/empresa-tc-logistica-integrada/sno8wq6jaq45a5cubt1ne2ri",SP - Jundiaí,ES - Viana,03/10,03/10,899 km,"20,0 Ton","['Carreta Toco', 'Carreta LS Trucada']",14
1499,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-carreta-toco,carreta-ls-trucada/carroceria-bau,sider/carga-completa/empresa-antecippe/elptg0y45id9nz8xchkw7a0vp",SP - Suzano,SP - Caieiras,03/10,03/10,71 km,"20,0 Ton","['Carreta Toco', 'Carreta LS Trucada']",15
1500,"https://www.truckpad.com.br/fretes/carga-de-go/para-sp/veiculo-carreta-toco,carreta-ls-trucada/carroceria-graneleiro-grade-alta,bau,sider/carga-completa/empresa-antecippe/80z197shdvu6zgph81gtj062e",GO - Caldas Novas,SP - Ribeirão Preto,03/10,03/10,447 km,"20,0 Ton","['Carreta Toco', 'Carreta LS Trucada']",16
1501,"https://www.truckpad.com.br/fretes/carga-de-go/para-sp/veiculo-carreta-toco,carreta-ls-trucada/carroceria-graneleiro-grade-alta,bau,sider/carga-completa/empresa-antecippe/7lxy7lq8rp3z8kibpob7fmhdo",GO - Caldas Novas,SP - Campinas,03/10,03/10,666 km,"20,0 Ton","['Carreta Toco', 'Carreta LS Trucada']",17
1502,"https://www.truckpad.com.br/fretes/carga-de-pe/para-ce/veiculo-rodotrem/carroceria-aberto-grade-baixa,graneleiro-grade-alta/carga-completa/empresa-union-modal-logistica-integrada/sn527s1kgo2tg26ogtlfn8h7",PE - Goiana,CE - Fortaleza,03/10,03/10,710 km,"50,0 Ton",['Rodotrem'],18
1503,"https://www.truckpad.com.br/fretes/carga-de-pe/para-go/veiculo-carreta-ls-trucada/carroceria-aberto-grade-baixa,graneleiro-grade-alta/carga-completa/empresa-union-modal-logistica-integrada/emt8w3u9auvr6lukwcqhmszx2",PE - Goiana,GO - Goiânia,03/10,03/10,2.364 km,"35,0 Ton",['Carreta LS Trucada'],19
1504,"https://www.truckpad.com.br/fretes/carga-de-pe/para-ce/veiculo-carreta-ls-trucada/carroceria-aberto-grade-baixa,graneleiro-grade-alta/carga-completa/empresa-union-modal-logistica-integrada/cezek08t5pflgau4stl5qsjpi",PE - Goiana,CE - Fortaleza,03/10,03/10,709 km,"32,0 Ton",['Carreta LS Trucada'],1
1505,"https://www.truckpad.com.br/fretes/carga-de-mt/para-mt/veiculo-so-cavalo-mecanico-4x2,so-cavalo-mecanico-ls/carroceria-apenas-cavalo/carga-completa/empresa-dat-brasil-logistica/b9fyb2ezoodf405ypa2ujjam9",MT - Rondonópolis,MT - Cuiabá,04/10,04/10,214 km,"4,0 Ton","['Só Cavalo Mecânico (4x2)', 'Só Cavalo Mecânico LS']",2
1506,"https://www.truckpad.com.br/fretes/carga-de-pe/para-ba/veiculo-truck/carroceria-aberto-grade-baixa,graneleiro-grade-alta/carga-completa/empresa-union-modal-logistica-integrada/1vw88kyq7801x4xha0bny53yr",PE - Goiana,BA - Irecê,03/10,03/10,1.095 km,"14,0 Ton",['Truck'],3
1507,"https://www.truckpad.com.br/fretes/carga-de-sp/para-mg/veiculo-truck/carroceria-aberto-grade-baixa,bau,sider/carga-completa/empresa-m3-logistica-ltda/4k00plkjo2maqvvpmor05giy8",SP - Vinhedo,MG - Capitão Enéas,03/10,03/10,1.035 km,"13,0 Ton",['Truck'],4
1508,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-toco-3-4/carroceria-aberto-grade-baixa,bau,sider/carga-agregamento/empresa-rhino-log-transporte-e-logistica-eireli-me/ft4ewo0ulle0i702q5h7q9tz",SP - Embu,SP - São Paulo,07/10,07/10,27 km,"3,5 Ton",['Toco 3/4'],5
1509,"https://www.truckpad.com.br/fretes/carga-de-sp/para-mt/veiculo-toco,vuc-hr,toco-3-4,van/carroceria-bau,sider/carga-complemento/empresa-transjireh-transp-log-turismo-ltda/5p7vphhuaceroqqmhwxonuxc0",SP - Cotia,MT - Rondonópolis,03/10,03/10,1.318 km,71 kg,"['Toco', 'VUC / HR', 'Toco 3/4', 'Van']",6
1510,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-vuc-hr,van/carroceria-bau/carga-agregamento/empresa-dhl/dhtk2x3pxjkdxps0htat6d425",SP - São Paulo,SP - Barueri,08/10,08/10,29 km,"1,0 Ton","['VUC / HR', 'Van']",7
1511,"https://www.truckpad.com.br/fretes/carga-de-sp/para-mg/veiculo-bi-truck,carreta-toco,carreta-ls-trucada/carroceria-bau,sider/carga-completa/empresa-sete-lagos-transportes/3y71mfnsfvham0pknmycqzb44",SP - Marília,MG - Contagem,04/10,04/10,764 km,"12,0 Ton","['Bi-Truck', 'Carreta Toco', 'Carreta LS Trucada']",8
1512,"https://www.truckpad.com.br/fretes/carga-de-sp/para-pr/veiculo-truck/carroceria-aberto-grade-baixa,graneleiro-grade-alta,sider/carga-completa/empresa-pelog-transportes-ltda/iqxt8xhr6hnyfredsofq1psp",SP - Osasco,PR - Carambeí,04/10,04/10,472 km,"12,0 Ton",['Truck'],9
1513,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-toco,vuc-hr/carroceria-aberto-grade-baixa,bau/carga-completa/empresa-2x2-arquitetura-construcao/3yt1xwvui97tvp0e4wa5xuzs6",SP - Guarulhos,SP - São Paulo,03/10,03/10,18 km,939 kg,"['Toco', 'VUC / HR']",10
1514,"https://www.truckpad.com.br/fretes/carga-de-sp/para-to/veiculo-carreta-toco/carroceria-aberto-grade-baixa,graneleiro-grade-alta/carga-completa/empresa-arcelor-mittal-brasil/3c4s1xsmwl9l5i8a521n5h3lf",SP - Itupeva,TO - Palmas,04/10,04/10,2.121 km,"16,2 Ton",['Carreta Toco'],11
1515,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-vuc-hr,toco-3-4/carroceria-bau/carga-completa/empresa-f2-log-transportes/37zmhok0ej82jn0towlcvzkk2",SP - Itupeva,SP - São Paulo,04/10,04/10,71 km,"1,0 Ton","['VUC / HR', 'Toco 3/4']",12
1516,"https://www.truckpad.com.br/fretes/carga-de-sp/para-rs/veiculo-bi-truck,toco,truck,toco-3-4/carroceria-aberto-grade-baixa,graneleiro-grade-alta,bau,sider/carga-complemento/empresa-eco2br-comercio-de-pisos-de-borracha-ltda/1t9qv6gl9krwdsygo4prbgddq",SP - São Paulo,RS - Palmitinho,05/10,05/10,1.011 km,220 kg,"['Bi-Truck', 'Toco', 'Truck', 'Toco 3/4']",13
1517,"https://www.truckpad.com.br/fretes/carga-de-sp/para-go/veiculo-toco/carroceria-bau,sider/carga-completa/empresa-word-jb-entregas-rapidas-ltda/4rss7nubgjfx0bncdrl91sgp3",SP - Araras,GO - Cristalina,04/10,04/10,711 km,"3,5 Ton",['Toco'],14
1518,"https://www.truckpad.com.br/fretes/carga-de-sc/para-sp/veiculo-bi-truck,rodotrem,bitrem,carreta-ls-trucada/carroceria-aberto-grade-baixa,graneleiro-grade-alta/carga-completa/empresa-mundial-log/b58f92z177kzx4idjkarevx23",SC - Irani,SP - São Paulo,04/10,04/10,745 km,"27,0 Ton","['Bi-Truck', 'Rodotrem', 'Bitrem', 'Carreta LS Trucada']",15
1519,"https://www.truckpad.com.br/fretes/carga-de-mg/para-ba/veiculo-bi-truck,truck/carroceria-bau,sider/carga-completa/empresa-transportadora-capivari-ltda/c45emr1ucabotrt9edux7cfhr",MG - Contagem,BA - Luís Eduardo Magalhães,03/10,03/10,1.218 km,"12,0 Ton","['Bi-Truck', 'Truck']",16
1520,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-truck/carroceria-aberto-grade-baixa,graneleiro-grade-alta/carga-completa/empresa-diavanti-solucoes-logisticas-ltda/4aexzwza7vrr6dtr2zs5lmsna",SP - Sorocaba,SP - Araçatuba,03/10,03/10,437 km,"13,0 Ton",['Truck'],17
1521,"https://www.truckpad.com.br/fretes/carga-de-sp/para-go/veiculo-carreta-ls-trucada/carroceria-aberto-grade-baixa,graneleiro-grade-alta/carga-completa/empresa-arcelor-mittal-brasil/82o55hmt1fd090y0vtsskhdfj",SP - Piracicaba,GO - Trindade,04/10,04/10,1.239 km,"29,8 Ton",['Carreta LS Trucada'],18
1522,"https://www.truckpad.com.br/fretes/carga-de-sp/para-pa/veiculo-carreta-toco,toco,truck/carroceria-bau,sider/carga-complemento/empresa-fs4-logistica-transportes-eireli/e9cocow28gu7qomwe2wods0bp",SP - Guarulhos,PA - Redenção,01/10,01/10,2.083 km,820 kg,"['Carreta Toco', 'Toco', 'Truck']",19
1523,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-carreta-toco,carreta-ls-trucada/carroceria-bau,sider/carga-completa/empresa-cargoblue/7jzemiz6uxmfmnf80z2tc4g7x",SP - Ribeirão Pires,SP - Barueri,03/10,03/10,65 km,"10,0 Ton","['Carreta Toco', 'Carreta LS Trucada']",1
1524,"https://www.truckpad.com.br/fretes/carga-de-pe/para-ma/veiculo-truck/carroceria-aberto-grade-baixa,graneleiro-grade-alta/carga-completa/empresa-union-modal-logistica-integrada/1a29xk16hw66anvtx3t5a6556",PE - Goiana,MA - São Luís,03/10,03/10,1.591 km,"14,0 Ton",['Truck'],2
1525,"https://www.truckpad.com.br/fretes/carga-de-pe/para-rj/veiculo-truck/carroceria-aberto-grade-baixa,graneleiro-grade-alta/carga-completa/empresa-union-modal-logistica-integrada/7rosykedm9tsmi052cicv4azi",PE - Goiana,RJ - Rio de Janeiro,03/10,03/10,2.330 km,"14,0 Ton",['Truck'],3
1526,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-carreta-ls-trucada/carroceria-aberto-grade-baixa,graneleiro-grade-alta/carga-completa/empresa-arcelor-mittal-brasil/amg71fppqr92hms9j1z5hyq49",SP - Piracicaba,SP - Diadema,03/10,03/10,171 km,"29,9 Ton",['Carreta LS Trucada'],4
1527,"https://www.truckpad.com.br/fretes/carga-de-sp/para-rj/veiculo-carreta-toco/carroceria-aberto-grade-baixa,graneleiro-grade-alta/carga-completa/empresa-arcelor-mittal-brasil/bojb9qlm9aw9xot6jv6468kgl",SP - Guarulhos,RJ - Valença,04/10,04/10,387 km,"10,1 Ton",['Carreta Toco'],5
1528,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-carreta-toco/carroceria-bau,sider/carga-completa/empresa-alta-loma-transportes-e-armazenagem-ltda/2s6u0u1hl8skqrx764avceufl",SP - São Paulo,SP - Rio Claro,04/10,04/10,173 km,"10,0 Ton",['Carreta Toco'],6
1529,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-carreta-ls-trucada/carroceria-aberto-grade-baixa,graneleiro-grade-alta/carga-completa/empresa-arcelor-mittal-brasil/7ao3post3g04879zqwqp99osb",SP - Piracicaba,SP - Diadema,01/10,01/10,171 km,"27,5 Ton",['Carreta LS Trucada'],7
1530,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-bitrenzao-9-eixos/carroceria-aberto-grade-baixa,graneleiro-grade-alta/carga-completa/empresa-tora-transportes-itaquaquecetuba-sp/1pfm0qmfkhq23d6b2wh6k1i6d",SP - Itaquaquecetuba,SP - Cosmorama,03/10,03/10,531 km,"32,0 Ton",['Bitrenzão (9 Eixos)'],8
1531,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-carreta-ls-trucada/carroceria-aberto-grade-baixa,graneleiro-grade-alta/carga-completa/empresa-tora-transportes-itaquaquecetuba-sp/9cnzaf4fkcje96btzrsuzg8x",SP - Itaquaquecetuba,SP - Cosmorama,03/10,03/10,531 km,"32,0 Ton",['Carreta LS Trucada'],9
1532,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-bitrem/carroceria-aberto-grade-baixa,graneleiro-grade-alta/carga-completa/empresa-tora-transportes-itaquaquecetuba-sp/4tbpmzcod15bmha68guc995w4",SP - Itaquaquecetuba,SP - Cosmorama,03/10,03/10,531 km,"32,0 Ton",['Bitrem'],10
